"Date","SG-Std.","SG-AQR","SG-Armor","SwanGuard","Momentum","Sentiment","DeathX","DoubleX","Delta","McClellan"
"05/03/2007","1.88","1.88",".78","9.2",".58",".97","1.26","1.38","65.43","-2.44"
"05/04/2007","1.90","1.90",".79","8.9",".60",".98","1.25","1.39","66.07","14.58"
"05/07/2007","1.92","1.92",".80","9.0",".63",".98","1.25","1.41","66.68","15.70"
"05/08/2007","1.94","1.94",".80","9.1",".65",".98","1.25","1.42","67.05","-27.48"
"05/09/2007","1.96","1.96",".81","8.9",".67",".98","1.27","1.43","67.56","4.38"
"05/10/2007","1.97","1.97",".82","9.6",".67",".98","1.28","1.44","66.85","-91.67"
"05/11/2007","1.98","1.98",".83","9.1",".69",".98","1.30","1.45","66.87","-8.65"
"05/14/2007","1.99","1.99",".84","9.8",".70",".98","1.32","1.45","66.59","-63.89"
"05/15/2007","2.00","2.00",".85","10.2",".71",".98","1.35","1.46","66.06","-103.77"
"05/16/2007","2.02","2.02",".86","10.3",".72",".98","1.38","1.47","66.13","-60.45"
"05/17/2007","2.03","2.03",".86","10.0",".74",".97","1.40","1.48","66.00","-96.68"
"05/18/2007","2.05","2.05",".87","9.1",".76",".96","1.43","1.49","66.29","-55.97"
"05/21/2007","2.07","2.07",".89","9.1",".78",".96","1.46","1.50","66.69","-28.77"
"05/22/2007","2.09","2.09",".90","8.8",".80",".95","1.48","1.52","66.98","-22.71"
"05/23/2007","2.10","2.10",".91","9.0",".81",".95","1.52","1.53","67.01","-55.82"
"05/24/2007","2.10","2.10",".93","9.8",".82",".95","1.54","1.53","66.15","-151.40"
"05/25/2007","2.11","2.11",".94","9.8",".82",".95","1.57","1.54","65.72","-78.71"
"05/29/2007","2.12","2.12",".96","10.0",".83",".95","1.60","1.54","65.48","-35.50"
"05/30/2007","2.14","2.14",".98","9.1",".84",".94","1.63","1.55","65.81","20.30"
"05/31/2007","2.15","2.15","1.01","9.1",".86",".94","1.65","1.56","66.09","33.83"
"06/01/2007","2.17","2.17","1.01","8.5",".87",".95","1.66","1.57","66.55","71.26"
"06/04/2007","2.18","2.18","1.01","8.8",".89",".95","1.68","1.59","66.99","75.88"
"06/05/2007","2.19","2.19","1.01","9.2",".90",".95","1.69","1.59","66.86","-17.43"
"06/06/2007","2.20","2.20","1.02","10.7",".90",".95","1.70","1.60","65.97","-116.47"
"06/07/2007","2.18","2.18","1.02","13.2",".88",".95","1.71","1.59","63.77","-233.20"
"06/08/2007","2.18","2.18","1.02","13.6",".87",".94","1.72","1.59","62.61","-146.84"
"06/11/2007","2.17","2.17","1.02","13.5",".85",".94","1.74","1.59","61.55","-132.08"
"06/12/2007","2.16","2.16","1.01","13.8",".83",".93","1.75","1.58","59.76","-227.69"
"06/13/2007","2.16","2.16","1.01","13.5",".83",".91","1.76","1.59","59.21","-104.87"
"06/14/2007","2.16","2.16","1.00","12.6",".83",".91","1.77","1.59","59.04","-47.56"
"06/15/2007","2.17","2.17","1.00","11.2",".83",".90","1.79","1.59","59.35","39.72"
"06/18/2007","2.17","2.17","1.00","10.5",".84",".89","1.80","1.60","59.45","23.42"
"06/19/2007","2.18","2.18",".99","9.9",".84",".89","1.81","1.60","59.59","42.29"
"06/20/2007","2.17","2.17",".99","10.6",".84",".88","1.82","1.60","58.66","-52.07"
"06/21/2007","2.17","2.17",".99","10.7",".84",".88","1.83","1.60","58.24","-33.23"
"06/22/2007","2.16","2.16",".98","12.7",".81",".87","1.83","1.60","56.87","-105.51"
"06/25/2007","2.14","2.14",".97","14.2",".79",".86","1.83","1.59","55.30","-150.51"
"06/26/2007","2.12","2.12",".95","17.1",".76",".85","1.81","1.58","53.64","-172.61"
"06/27/2007","2.11","2.11",".93","16.8",".75",".83","1.81","1.58","52.89","-74.91"
"06/28/2007","2.10","2.10",".89","16.1",".73",".82","1.80","1.57","52.19","-43.30"
"06/29/2007","2.09","2.09",".84","15.3",".71",".81","1.79","1.57","51.42","-33.40"
"07/02/2007","2.08","2.08",".84","14.9",".70",".80","1.78","1.57","51.56","59.46"
"07/03/2007","2.08","2.08",".84","14.2",".69",".79","1.78","1.57","51.92","87.78"
"07/05/2007","2.08","2.08",".83","13.6",".68",".78","1.77","1.57","52.28","59.96"
"07/06/2007","2.08","2.08",".83","12.9",".67",".78","1.76","1.57","52.85","81.68"
"07/09/2007","2.08","2.08",".83","13.0",".67",".77","1.75","1.57","53.39","76.13"
"07/10/2007","2.07","2.07",".82","15.0",".65",".77","1.74","1.57","52.74","-18.55"
"07/11/2007","2.06","2.06",".81","15.7",".63",".76","1.73","1.56","52.56","-5.38"
"07/12/2007","2.07","2.07",".81","15.3",".64",".75","1.73","1.57","53.72","62.39"
"07/13/2007","2.08","2.08",".80","14.0",".64",".74","1.73","1.58","54.92","56.67"
"07/16/2007","2.09","2.09",".80","13.7",".65",".73","1.73","1.58","55.71","-9.17"
"07/17/2007","2.10","2.10",".79","13.6",".65",".72","1.72","1.59","56.36","-35.73"
"07/18/2007","2.10","2.10",".79","14.2",".65",".70","1.71","1.59","56.70","-74.84"
"07/19/2007","2.11","2.11",".78","13.8",".65",".68","1.71","1.60","57.31","-28.74"
"07/20/2007","2.11","2.11",".77","15.0",".64",".66","1.70","1.60","56.86","-108.42"
"07/23/2007","2.11","2.11",".76","15.4",".64",".63","1.69","1.60","56.70","-99.42"
"07/24/2007","2.09","2.09",".74","17.7",".60",".59","1.68","1.59","54.96","-205.61"
"07/25/2007","2.08","2.08",".71","18.0",".58",".54","1.67","1.58","53.66","-207.07"
"07/26/2007","2.04","2.04",".65","19.4",".49",".45","1.64","1.57","50.74","-298.44"
"07/27/2007","1.99","1.99",".55","20.0",".39",".36","1.61","1.54","47.02","-309.38"
"07/30/2007","1.96","1.96",".39","20.0",".30",".26","1.58","1.52","44.52","-220.98"
"07/31/2007","1.91","1.91",".12","20.0",".19",".17","1.53","1.49","41.46","-208.63"
"08/01/2007","1.87","1.87",".11","20.0",".10",".06","1.50","1.47","39.24","-194.72"
"08/02/2007","1.83","1.83",".09","20.0",".02","-.04","1.46","1.45","37.73","-114.25"
"08/03/2007","1.78","1.78",".04","20.0","-.09","-.14","1.42","1.42","34.42","-191.68"
"08/06/2007","1.74","1.74",".05","20.0","-.16","-.26","1.39","1.40","33.17","-146.06"
"08/07/2007","1.71","1.71",".05","20.0","-.22","-.38","1.36","1.39","32.64","-93.92"
"08/08/2007","1.70","1.70",".05","20.0","-.24","-.48","1.33","1.38","33.37","-7.67"
"08/09/2007","1.66","1.66",".05","20.0","-.33","-.58","1.29","1.35","32.01","-82.77"
"08/10/2007","1.62","1.62",".05","20.0","-.42","-.68","1.25","1.33","30.93","-95.49"
"08/13/2007","1.58","1.58",".05","20.0","-.50","-.76","1.20","1.31","29.99","-74.89"
"08/14/2007","1.52","1.52",".05","20.0","-.59","-.85","1.15","1.28","27.86","-164.51"
"08/15/2007","1.46","1.46",".05","20.0","-.70","-.94","1.09","1.24","24.99","-230.40"
"08/16/2007","1.40","1.40",".05","20.0","-.79","-1.06","1.04","1.21","22.83","-216.88"
"08/17/2007","1.36","1.36",".05","20.0","-.84","-1.16","1.01","1.19","22.85","-61.49"
"08/20/2007","1.33","1.33",".05","20.0","-.89","-1.24",".98","1.17","23.01","-7.87"
"08/21/2007","1.30","1.30",".05","20.0","-.94","-1.30",".94","1.15","23.37","39.76"
"08/22/2007","1.27","1.27",".05","20.0","-.98","-1.34",".92","1.13","24.71","137.24"
"08/23/2007","1.25","1.25",".05","20.0","-1.02","-1.37",".88","1.12","25.80","131.24"
"08/24/2007","1.24","1.24",".05","20.0","-1.05","-1.38",".85","1.11","27.73","207.51"
"08/27/2007","1.22","1.22",".05","20.0","-1.08","-1.38",".81","1.10","28.82","125.02"
"08/28/2007","1.18","1.18",".05","20.0","-1.12","-1.37",".77","1.07","28.09","7.44"
"08/29/2007","1.17","1.17",".05","20.0","-1.15","-1.35",".73","1.06","29.19","124.16"
"08/30/2007","1.15","1.15",".05","20.0","-1.18","-1.32",".69","1.04","29.93","87.77"
"08/31/2007","1.13","1.13",".05","20.0","-1.20","-1.29",".66","1.04","31.52","191.09"
"09/04/2007","1.13","1.13",".05","19.4","-1.21","-1.24",".64","1.03","33.76","231.91"
"09/05/2007","1.12","1.12",".05","19.8","-1.23","-1.20",".62","1.02","34.97","138.85"
"09/06/2007","1.11","1.11",".05","19.5","-1.25","-1.15",".61","1.01","36.37","163.82"
"09/07/2007","1.09","1.09",".05","20.0","-1.28","-1.10",".58","1.00","36.37","63.08"
"09/10/2007","1.07","1.07",".05","20.0","-1.30","-1.05",".55",".98","36.21","25.12"
"09/11/2007","1.06","1.06",".05","20.0","-1.32","-1.00",".53",".97","37.14","95.64"
"09/12/2007","1.05","1.05",".05","20.0","-1.33","-.95",".50",".97","37.97","67.53"
"09/13/2007","1.05","1.05",".05","19.6","-1.34","-.91",".47",".96","39.28","87.31"
"09/14/2007","1.04","1.04",".05","19.5","-1.35","-.86",".44",".96","40.52","93.71"
"09/17/2007","1.04","1.04",".05","19.8","-1.36","-.81",".41",".95","41.19","27.91"
"09/18/2007","1.06","1.06",".05","17.9","-1.34","-.76",".39",".96","44.00","147.91"
"09/19/2007","1.08","1.08",".05","16.6","-1.32","-.71",".38",".97","46.94","175.31"
"09/20/2007","1.09","1.09",".05","15.8","-1.30","-.66",".37",".97","49.01","90.44"
"09/21/2007","1.11","1.11",".05","15.0","-1.27","-.61",".35",".98","51.13","117.46"
"09/24/2007","1.13","1.13",".05","14.6","-1.25","-.56",".32",".99","52.54","68.33"
"09/25/2007","1.14","1.14",".05","14.0","-1.23","-.51",".29",".99","53.69","31.78"
"09/26/2007","1.16","1.16",".05","13.2","-1.21","-.46",".27","1.00","55.10","73.39"
"09/27/2007","1.18","1.18",".05","12.6","-1.19","-.42",".25","1.00","56.64","113.31"
"09/28/2007","1.19","1.19",".02","12.5","-1.16","-.37",".22","1.01","57.67","80.80"
"10/01/2007","1.22","1.22",".02","12.1","-1.13","-.33",".21","1.02","59.56","145.06"
"10/02/2007","1.24","1.24",".02","12.2","-1.10","-.28",".20","1.03","61.21","147.25"
"10/03/2007","1.26","1.26",".02","12.3","-1.08","-.24",".20","1.04","62.23","85.57"
"10/04/2007","1.28","1.28",".02","12.3","-1.05","-.19",".20","1.05","63.20","105.88"
"10/05/2007","1.31","1.31",".02","11.5","-1.01","-.15",".22","1.07","64.79","163.54"
"10/08/2007","1.33","1.33",".02","11.5","-.98","-.10",".25","1.08","65.83","89.96"
"10/09/2007","1.36","1.36",".02","10.2","-.95","-.06",".27","1.09","67.24","131.72"
"10/10/2007","1.39","1.39",".02","10.0","-.91","-.01",".30","1.11","68.29","99.03"
"10/11/2007","1.41","1.41",".02","11.2","-.89",".03",".32","1.12","68.66","43.72"
"10/12/2007","1.43","1.43",".02","11.5","-.86",".07",".35","1.13","69.25","66.71"
"10/15/2007","1.45","1.45",".02","12.1","-.83",".10",".39","1.13","69.01","-17.50"
"10/16/2007","1.46","1.46",".02","12.8","-.82",".14",".40","1.14","68.18","-87.23"
"10/17/2007","1.47","1.47",".02","13.1","-.80",".16",".42","1.14","67.49","-75.40"
"10/18/2007","1.47","1.47",".02","13.2","-.78",".19",".42","1.14","66.76","-72.32"
"10/19/2007","1.46","1.46",".03","15.0","-.79",".20",".44","1.13","64.10","-169.21"
"10/22/2007","1.45","1.45",".03","15.3","-.80",".21",".45","1.13","62.06","-134.07"
"10/23/2007","1.44","1.44",".05","15.2","-.80",".21",".47","1.12","60.87","-64.61"
"10/24/2007","1.43","1.43",".05","15.5","-.81",".21",".49","1.12","59.55","-97.18"
"10/25/2007","1.43","1.43",".05","15.6","-.81",".21",".53","1.11","58.19","-90.17"
"10/26/2007","1.43","1.43",".05","15.0","-.80",".21",".57","1.11","57.98","-6.90"
"10/29/2007","1.44","1.44",".05","14.9","-.79",".21",".60","1.12","58.02","15.35"
"10/30/2007","1.44","1.44",".05","15.3","-.78",".20",".63","1.12","57.51","-26.65"
"10/31/2007","1.45","1.45","-1.10","14.5","-.76",".20",".66","1.12","57.94","44.44"
"11/01/2007","1.44","1.44","-1.10","16.0","-.77",".20",".67","1.11","56.28","-72.70"
"11/02/2007","1.43","1.43","-1.10","16.6","-.78",".18",".68","1.10","54.84","-74.03"
"11/05/2007","1.41","1.41","-1.11","17.2","-.79",".15",".68","1.09","53.11","-143.55"
"11/06/2007","1.40","1.40","-1.11","16.7","-.79",".11",".70","1.09","52.46","-81.77"
"11/07/2007","1.37","1.37","-1.11","18.3","-.82",".06",".71","1.07","49.76","-193.21"
"11/08/2007","1.34","1.34","-1.12","19.0","-.85","-.01",".71","1.05","47.41","-170.13"
"11/09/2007","1.30","1.30","-1.13","20.0","-.90","-.08",".70","1.03","44.31","-212.39"
"11/12/2007","1.25","1.25","-1.15","20.0","-.96","-.16",".69","1.00","40.79","-231.20"
"11/13/2007","1.23","1.23","-1.17","20.0","-.98","-.23",".68",".98","39.84","-97.94"
"11/14/2007","1.20","1.20","-1.19","20.0","-1.01","-.29",".67",".97","38.56","-116.39"
"11/15/2007","1.16","1.16","-1.20","20.0","-1.05","-.35",".66",".94","36.54","-179.23"
"11/16/2007","1.13","1.13","-1.22","20.0","-1.08","-.41",".66",".92","35.13","-162.66"
"11/19/2007","1.08","1.08","-1.25","20.0","-1.12","-.49",".65",".89","32.58","-232.46"
"11/20/2007","1.04","1.04","-1.28","20.0","-1.16","-.57",".64",".87","30.68","-193.50"
"11/21/2007",".98",".98","-1.31","20.0","-1.21","-.67",".62",".84","27.96","-225.77"
"11/23/2007",".95",".95","-1.35","20.0","-1.25","-.75",".60",".81","26.91","-85.15"
"11/26/2007",".89",".89","-1.39","20.0","-1.31","-.83",".57",".78","24.42","-140.78"
"11/27/2007",".85",".85","-1.45","20.0","-1.35","-.90",".55",".75","23.38","-57.63"
"11/28/2007",".83",".83","-1.50","19.2","-1.36","-.97",".53",".74","24.76","72.23"
"11/29/2007",".82",".82","-1.56","18.7","-1.36","-1.02",".50",".73","26.06","59.27"
"11/30/2007",".81",".81","-1.62","17.8","-1.36","-1.05",".48",".72","27.83","121.90"
"12/03/2007",".80",".80","-1.62","17.7","-1.36","-1.08",".46",".71","29.01","86.96"
"12/04/2007",".78",".78","-1.62","17.5","-1.36","-1.11",".43",".70","29.61","39.81"
"12/05/2007",".78",".78","-1.62","16.6","-1.35","-1.12",".41",".69","31.34","116.65"
"12/06/2007",".79",".79","-1.62","15.3","-1.33","-1.13",".40",".69","34.12","195.24"
"12/07/2007",".80",".80","-1.61","14.6","-1.31","-1.13",".38",".69","36.52","175.98"
"12/10/2007",".81",".81","-1.61","14.0","-1.29","-1.12",".37",".70","39.21","200.30"
"12/11/2007",".80",".80","-1.60","15.2","-1.29","-1.11",".33",".69","39.65","75.50"
"12/12/2007",".80",".80","-1.60","14.8","-1.28","-1.09",".30",".68","40.47","89.25"
"12/13/2007",".80",".80","-1.60","14.6","-1.27","-1.07",".26",".68","41.27","32.82"
"12/14/2007",".79",".79","-1.59","15.0","-1.27","-1.06",".22",".67","40.93","-52.98"
"12/17/2007",".76",".76","-1.59","15.7","-1.28","-1.06",".17",".65","39.49","-135.19"
"12/18/2007",".74",".74","-1.59","15.6","-1.28","-1.07",".12",".63","38.77","-72.15"
"12/19/2007",".72",".72","-1.58","15.5","-1.29","-1.08",".06",".62","38.13","-73.35"
"12/20/2007",".70",".70","-1.58","14.9","-1.29","-1.10",".01",".60","38.09","-38.21"
"12/21/2007",".70",".70","-1.58","13.4","-1.26","-1.11","-.03",".60","39.36","47.83"
"12/24/2007",".71",".71","-1.57","12.5","-1.24","-1.11","-.07",".60","41.10","127.92"
"12/26/2007",".72",".72","-1.55","12.0","-1.21","-1.11","-.11",".60","42.71","115.79"
"12/27/2007",".71",".71","-1.53","12.5","-1.20","-1.11","-.15",".59","43.00","20.65"
"12/28/2007",".70",".70","-1.51","12.9","-1.18","-1.10","-.18",".59","43.32","26.19"
"12/31/2007",".69",".69","-1.47","13.7","-1.16","-1.10","-.22",".58","43.13","15.93"
"01/02/2008",".67",".67","-1.47","14.8","-1.16","-1.10","-.25",".56","41.93","-7.22"
"01/03/2008",".65",".65","-1.47","14.9","-1.15","-1.10","-.28",".54","40.78","7.14"
"01/04/2008",".61",".61","-1.47","15.9","-1.18","-1.12","-.33",".52","37.89","-71.14"
"01/07/2008",".57",".57","-1.47","16.1","-1.20","-1.16","-.37",".49","35.56","-36.91"
"01/08/2008",".52",".52","-1.48","17.0","-1.24","-1.20","-.42",".46","32.17","-74.14"
"01/09/2008",".48",".48","-1.48","16.9","-1.25","-1.27","-.48",".43","30.19","-29.41"
"01/10/2008",".45",".45","-1.49","16.3","-1.26","-1.33","-.53",".41","29.15","33.31"
"01/11/2008",".41",".41","-1.50","16.8","-1.28","-1.39","-.59",".39","27.27","-8.15"
"01/14/2008",".38",".38","-1.50","16.4","-1.29","-1.43","-.64",".37","26.50","52.42"
"01/15/2008",".33",".33","-1.51","17.0","-1.32","-1.48","-.70",".33","24.08","-23.82"
"01/16/2008",".27",".27","-1.52","17.1","-1.37","-1.53","-.75",".30","21.71","-14.01"
"01/17/2008",".20",".20","-1.54","18.8","-1.46","-1.59","-.82",".25","17.59","-112.60"
"01/18/2008",".12",".12","-1.56","19.2","-1.55","-1.66","-.90",".21","13.67","-131.87"
"01/22/2008",".03",".03","-1.59","20.7","-1.66","-1.77","-.96",".15","9.66","-128.71"
"01/23/2008","-.03","-.03","-1.64","20.6","-1.72","-1.87","-1.01",".11","7.99","-35.24"
"01/24/2008","-.08","-.08","-1.70","20.0","-1.75","-1.95","-1.04",".08","7.43","17.83"
"01/25/2008","-.14","-.14","-1.77","20.7","-1.81","-2.01","-1.08",".04","6.05",".23"
"01/28/2008","-.19","-.19","-1.84","20.2","-1.84","-2.05","-1.13",".01","6.38","91.37"
"01/29/2008","-.23","-.23","-1.89","20.0","-1.87","-2.07","-1.17","-.04","7.31","137.92"
"01/30/2008","-.26","-.26","-1.92","20.0","-1.90","-2.07","-1.20","-.09","7.84","100.42"
"01/31/2008","-.29","-.29","-1.95","20.0","-1.91","-2.06","-1.23","-.11","9.82","167.96"
"02/01/2008","-.30","-.30","-1.95","20.0","-1.90","-2.04","-1.23","-.13","12.77","238.70"
"02/04/2008","-.32","-.32","-1.95","20.0","-1.90","-2.01","-1.25","-.16","14.73","178.52"
"02/05/2008","-.36","-.36","-1.95","20.0","-1.92","-1.97","-1.27","-.19","14.25","63.22"
"02/06/2008","-.42","-.42","-1.96","20.0","-1.95","-1.92","-1.31","-.23","13.35","16.27"
"02/07/2008","-.46","-.46","-1.96","20.0","-1.97","-1.87","-1.32","-.26","13.34","58.17"
"02/08/2008","-.50","-.50","-1.96","20.0","-1.99","-1.82","-1.35","-.29","13.20","22.63"
"02/11/2008","-.54","-.54","-1.97","20.0","-2.01","-1.76","-1.39","-.32","13.66","31.70"
"02/12/2008","-.56","-.56","-1.97","20.0","-2.02","-1.71","-1.43","-.34","14.69","64.81"
"02/13/2008","-.58","-.58","-1.97","20.0","-2.01","-1.64","-1.47","-.35","16.81","105.96"
"02/14/2008","-.60","-.60","-1.98","17.0","-2.02","-1.58","-1.52","-.37","17.73","5.93"
"02/15/2008","-.63","-.63","-1.98","16.7","-2.02","-1.51","-1.55","-.39","18.67","-11.27"
"02/19/2008","-.65","-.65","-1.99","16.4","-2.03","-1.45","-1.60","-.40","19.57","9.82"
"02/20/2008","-.66","-.66","-1.99","15.8","-2.02","-1.39","-1.65","-.41","21.11","47.80"
"02/21/2008","-.68","-.68","-1.99","16.2","-2.03","-1.32","-1.71","-.43","21.59","-29.71"
"02/22/2008","-.70","-.70","-2.00","15.6","-2.03","-1.27","-1.77","-.44","22.64","4.75"
"02/25/2008","-.70","-.70","-2.00","14.6","-2.01","-1.21","-1.80","-.45","24.77","84.01"
"02/26/2008","-.70","-.48","-2.00","13.9","-1.99","-1.14","-1.84","-.45","27.26","128.52"
"02/27/2008","-.69","-.49","-1.99","13.7","-1.97","-1.08","-1.88","-.45","29.40","88.83"
"02/28/2008","-.70","-.70","-1.99","14.1","-1.96","-1.02","-1.91","-.46","30.64","18.19"
"02/29/2008","-.72","-.72","-1.99","15.6","-1.97","-.97","-1.95","-.48","29.79","-93.26"
"03/03/2008","-.75","-.75","-1.99","15.9","-1.99","-.93","-1.99","-.49","29.14","-92.18"
"03/04/2008","-.77","-.77","-1.99","15.9","-2.00","-.90","-2.02","-.51","28.35","-129.64"
"03/05/2008","-.79","-.79","-1.99","15.4","-2.01","-.87","-2.06","-.52","28.17","-80.60"
"03/06/2008","-.83","-.83","-1.99","16.5","-2.04","-.85","-2.13","-.54","26.37","-184.08"
"03/07/2008","-.88","-.88","-2.00","17.1","-2.07","-.85","-2.20","-.57","24.26","-195.75"
"03/10/2008","-.93","-.93","-2.00","18.3","-2.11","-.87","-2.28","-.60","21.24","-264.36"
"03/11/2008","-.95","-.95","-2.01","17.0","-2.11","-.88","-2.33","-.61","21.49","-121.35"
"03/12/2008","-.98","-.98","-2.01","17.6","-2.11","-.90","-2.39","-.62","21.19","-136.36"
"03/13/2008","-1.00","-1.00","-2.02","17.4","-2.11","-.91","-2.44","-.64","21.54","-88.30"
"03/14/2008","-1.03","-1.03","-2.02","18.9","-2.13","-.93","-2.49","-.66","20.40","-169.28"
"03/17/2008","-1.07","-1.07","-2.03","20.0","-2.16","-.98","-2.55","-.68","18.66","-236.46"
"03/18/2008","-1.08","-1.08","-2.03","18.2","-2.14","-1.02","-2.56","-.69","20.41","-75.74"
"03/19/2008","-1.10","-1.10","-2.04","19.2","-2.14","-1.05","-2.59","-.70","20.23","-117.67"
"03/20/2008","-1.10","-1.10","-2.04","18.2","-2.11","-1.08","-2.60","-.71","21.91","-21.13"
"03/24/2008","-1.09","-.65","-2.04","16.9","-2.06","-1.09","-2.61","-.70","24.76","83.06"
"03/25/2008","-1.07","-.56","-2.03","16.5","-2.01","-1.10","-2.63","-.70","27.60","125.11"
"03/26/2008","-1.06","-.58","-2.02","16.4","-1.97","-1.09","-2.64","-.70","29.55","92.65"
"03/27/2008","-1.07","-1.07","-2.00","16.2","-1.93","-1.08","-2.66","-.71","30.46","48.96"
"03/28/2008","-1.07","-1.07","-1.98","16.2","-1.90","-1.06","-2.67","-.71","30.69",".11"
"03/31/2008","-1.08","-1.08","-1.93","16.0","-1.87","-1.04","-2.68","-.72","31.40","43.13"
"04/01/2008","-1.05","-.04","-1.93","14.1","-1.81","-1.01","-2.64","-.71","34.68","145.90"
"04/02/2008","-1.02","-.04","-1.92","13.8","-1.75","-.97","-2.60","-.70","37.53","158.23"
"04/03/2008","-.99",".01","-1.91","13.5","-1.69","-.94","-2.55","-.69","40.18","167.39"
"04/04/2008","-.96",".01","-1.90","13.2","-1.64","-.89","-2.52","-.68","42.59","162.43"
"04/07/2008","-.93",".01","-1.89","12.8","-1.58","-.85","-2.49","-.67","44.81","159.19"
"04/08/2008","-.91",".01","-1.87","12.6","-1.53","-.80","-2.46","-.66","46.45","116.15"
"04/09/2008","-.89","-.01","-1.86","12.9","-1.48","-.75","-2.44","-.65","47.16","39.19"
"04/10/2008","-.87","-.02","-1.84","12.4","-1.43","-.70","-2.43","-.65","48.19","73.92"
"04/11/2008","-.87","-.09","-1.82","13.1","-1.40","-.65","-2.42","-.65","47.54","-20.37"
"04/14/2008","-.87","-.17","-1.80","13.2","-1.37","-.61","-2.42","-.65","46.73","-44.50"
"04/15/2008","-.86","-.22","-1.78","12.9","-1.33","-.57","-2.43","-.66","46.37","-6.62"
"04/16/2008","-.84",".01","-1.76","11.6","-1.28","-.53","-2.43","-.65","47.82","96.36"
"04/17/2008","-.81",".01","-1.74","11.2","-1.23","-.49","-2.39","-.64","49.03","86.56"
"04/18/2008","-.77",".01","-1.71","10.5","-1.17","-.45","-2.35","-.62","51.39","159.59"
"04/21/2008","-.73",".01","-1.67","10.6","-1.11","-.41","-2.31","-.61","53.29","117.77"
"04/22/2008","-.70",".01","-1.63","10.8","-1.06","-.37","-2.27","-.60","54.18","35.88"
"04/23/2008","-.67",".01","-1.58","10.6","-1.00","-.33","-2.23","-.58","55.14","38.90"
"04/24/2008","-.63",".01","-1.52","10.3","-.95","-.30","-2.20","-.57","56.44","72.57"
"04/25/2008","-.59",".01","-1.45","9.9","-.89","-.26","-2.17","-.55","58.04","99.18"
"04/28/2008","-.55",".01","-1.36","10.0","-.83","-.23","-2.13","-.54","59.35","108.00"
"04/29/2008","-.52",".01","-1.24","10.3","-.78","-.19","-2.09","-.52","60.09","66.09"
"04/30/2008","-.49",".01","-1.07","10.9","-.73","-.15","-2.05","-.51","60.41","61.59"
"05/01/2008","-.44",".01","-1.06","10.3","-.67","-.12","-2.01","-.49","61.87","111.41"
"05/02/2008","-.40",".01","-1.05","9.7","-.61","-.08","-1.96","-.48","63.26","113.51"
"05/05/2008","-.36",".01","-1.03","9.9","-.55","-.04","-1.92","-.46","64.11","71.25"
"05/06/2008","-.31",".01","-1.01","9.5","-.49","-.01","-1.88","-.44","65.35","94.97"
"05/07/2008","-.28",".01","-.98","10.3","-.44",".02","-1.86","-.43","65.07","12.32"
"05/08/2008","-.25",".01","-.95","10.5","-.40",".05","-1.84","-.42","65.04","31.13"
"05/09/2008","-.23",".01","-.92","10.8","-.36",".08","-1.81","-.41","64.54","9.54"
"05/12/2008","-.20",".01","-.89","10.3","-.32",".11","-1.77","-.39","64.87","67.12"
"05/13/2008","-.16",".01","-.86","10.0","-.27",".13","-1.73","-.38","65.13","61.63"
"05/14/2008","-.13",".01","-.83","9.8","-.23",".16","-1.68","-.37","65.55","75.90"
"05/15/2008","-.09",".01","-.79","9.2","-.18",".18","-1.63","-.35","66.63","121.04"
"05/16/2008","-.04",".01","-.75","8.3","-.13",".21","-1.57","-.33","67.59","107.67"
"05/19/2008",".00",".01","-.70","8.0","-.08",".24","-1.50","-.31","68.32","76.07"
"05/20/2008",".03",".03","-.65","9.1","-.04",".26","-1.43","-.30","68.24","14.12"
"05/21/2008",".05",".05","-.59","10.4","-.02",".28","-1.39","-.30","66.90","-55.68"
"05/22/2008",".07",".07","-.51","10.2",".01",".30","-1.34","-.29","65.88","-38.79"
"05/23/2008",".07",".07","-.43","11.2",".03",".32","-1.29","-.29","63.94","-107.31"
"05/27/2008",".08",".08","-.35","11.3",".05",".34","-1.24","-.29","62.71","-58.99"
"05/28/2008",".10",".10","-.26","11.3",".07",".35","-1.18","-.28","61.92","-35.81"
"05/29/2008",".12",".12","-.18","11.0",".09",".37","-1.14","-.27","61.58","-1.72"
"05/30/2008",".14",".14","-.10","11.2",".12",".39","-1.08","-.27","61.41","5.49"
"06/02/2008",".15",".15","-.10","12.0",".14",".40","-1.06","-.26","60.44","-56.97"
"06/03/2008",".16",".16","-.10","12.7",".15",".41","-1.04","-.26","59.16","-83.49"
"06/04/2008",".16",".16","-.10","12.9",".16",".42","-1.02","-.26","58.03","-89.23"
"06/05/2008",".18",".18","-.10","12.3",".19",".43","-.98","-.25","58.50","7.48"
"06/06/2008",".18",".18","-.10","14.2",".19",".44","-.96","-.26","56.63","-93.78"
"06/09/2008",".17",".17","-.10","14.8",".19",".44","-.92","-.27","54.94","-125.94"
"06/10/2008",".17",".17","-.10","15.2",".18",".44","-.89","-.27","53.19","-157.91"
"06/11/2008",".15",".15","-.10","16.2",".17",".42","-.89","-.28","50.37","-231.26"
"06/12/2008",".13",".13","-.10","16.2",".15",".40","-.89","-.29","48.11","-193.84"
"06/13/2008",".13",".13","-.10","15.6",".15",".38","-.89","-.30","47.27","-97.30"
"06/16/2008",".12",".12","-.10","15.4",".15",".36","-.88","-.30","46.66","-51.27"
"06/17/2008",".12",".12","-.10","15.4",".14",".35","-.88","-.31","45.68","-72.10"
