"Date","SG-Std.","SG-AQR","SG-Armor","SwanGuard","Momentum","Sentiment","DeathX","DoubleX","Delta","McClellan"
"09/01/1988",".55",".00",".00",".0",".00",".00","2.66",".00","50.00",".00"
"09/02/1988",".57",".57",".00",".0",".02",".01","2.66",".01","51.10","91.70"
"09/06/1988",".59",".59",".01",".0",".05",".02","2.66",".03","52.33","98.95"
"09/07/1988",".62",".62",".01","18.5",".07",".02","2.66",".04","53.47","102.26"
"09/08/1988",".64",".64",".02","20.0",".10",".03","2.66",".05","54.52","96.08"
"09/09/1988",".67",".67",".02","20.0",".13",".04","2.66",".07","55.70","105.81"
"09/12/1988",".69",".69",".03","20.0",".15",".05","2.66",".08","56.61","68.53"
"09/13/1988",".71",".71",".04","20.0",".18",".05","2.66",".09","57.56","74.97"
"09/14/1988",".74",".74",".04","20.0",".21",".06","2.66",".11","58.77","109.68"
"09/15/1988",".77",".77",".05","20.0",".24",".07","2.66",".13","59.52","78.53"
"09/16/1988",".80",".80",".06","20.0",".28",".08","2.66",".14","60.65","101.98"
"09/19/1988",".83",".83",".07","20.0",".31",".08","2.66",".16","61.22","48.66"
"09/20/1988",".85",".85",".08","20.0",".35",".09","2.66",".18","61.87","65.93"
"09/21/1988",".88",".88",".09","20.0",".39",".09","2.66",".19","62.51","48.66"
"09/22/1988",".90",".90",".10","20.0",".42",".09","2.66",".21","62.74","1.23"
"09/23/1988",".93",".93",".11","20.0",".45",".09","2.66",".22","63.04","-.36"
"09/26/1988",".95",".95",".12","20.0",".47",".10","2.66",".23","62.99","-36.49"
"09/27/1988",".96",".96",".14","20.0",".50",".10","2.66",".24","62.71","-51.30"
"09/28/1988",".98",".98",".16","20.0",".53",".10","2.66",".26","62.62","-36.96"
"09/29/1988","1.01","1.01",".17","20.0",".57",".10","2.66",".27","63.31","30.76"
"09/30/1988","1.03","1.03",".20","20.0",".60",".11","2.66",".29","63.79","47.51"
"10/03/1988","1.06","1.06",".20","20.0",".63",".11","2.66",".30","63.91","-7.03"
"10/04/1988","1.08","1.08",".20","20.0",".66",".11","2.66",".32","63.80","-25.48"
"10/05/1988","1.10","1.10",".21","20.0",".69",".12","2.66",".33","63.93","3.57"
"10/06/1988","1.12","1.12",".21","20.0",".73",".12","2.66",".34","64.09","15.91"
"10/07/1988","1.16","1.16",".21","20.0",".80",".12","2.66",".37","65.39","81.86"
"10/10/1988","1.20","1.20",".21","20.0",".86",".12","2.66",".39","66.50","61.08"
"10/11/1988","1.23","1.23",".22","20.0",".93",".13","2.66",".42","67.29","23.75"
"10/12/1988","1.26","1.26",".22","20.0",".98",".13","2.66",".43","66.95","-57.73"
"10/13/1988","1.28","1.28",".22","20.0","1.03",".13","2.66",".45","66.80","-44.48"
"10/14/1988","1.31","1.31",".23","20.0","1.07",".13","2.66",".46","66.66","-36.59"
"10/17/1988","1.33","1.33",".23","20.0","1.12",".13","2.66",".48","66.62","-28.91"
"10/18/1988","1.36","1.36",".23","20.0","1.18",".13","2.66",".50","67.12","8.15"
"10/19/1988","1.39","1.39",".23","20.0","1.22",".13","2.66",".52","66.96","-35.61"
"10/20/1988","1.43","1.43",".24","20.0","1.29",".13","2.66",".54","68.00","28.88"
"10/21/1988","1.47","1.47",".24","20.0","1.37",".13","2.66",".57","68.97","26.77"
"10/24/1988","1.51","1.51",".25","20.0","1.43",".14","2.66",".60","69.48","-10.52"
"10/25/1988","1.54","1.54",".25","20.0","1.49",".14","2.66",".62","69.80","-16.87"
"10/26/1988","1.57","1.57",".26","20.0","1.54",".14","2.66",".64","69.73","-41.08"
"10/27/1988","1.59","1.59",".27","20.0","1.58",".14","2.66",".65","68.59","-128.13"
"10/28/1988","1.61","1.61",".27","20.0","1.61",".14","2.66",".66","67.75","-85.08"
"10/31/1988","1.63","1.63",".27","20.0","1.64",".13","2.66",".68","66.99","-80.64"
"11/01/1988","1.64","1.64",".27","20.0","1.67",".13","2.66",".69","66.31","-77.34"
"11/02/1988","1.66","1.66",".27","20.0","1.70",".13","2.66",".70","65.60","-81.00"
"11/03/1988","1.68","1.68",".27","20.0","1.73",".12","2.66",".72","64.97","-60.83"
"11/04/1988","1.68","1.68",".27","20.0","1.75",".12","2.66",".72","63.76","-111.35"
"11/07/1988","1.68","1.68",".26","20.0","1.76",".11","2.66",".72","61.97","-183.82"
"11/08/1988","1.68","1.68",".26","20.0","1.77",".10","2.66",".73","60.63","-127.10"
"11/09/1988","1.68","1.68",".25","20.0","1.78",".08","2.66",".73","59.01","-159.87"
"11/10/1988","1.67","1.67",".24","20.0","1.79",".07","2.66",".73","57.62","-130.91"
"11/11/1988","1.65","1.65",".23","20.0","1.77",".05","2.66",".72","54.99","-203.89"
"11/14/1988","1.62","1.62",".21","20.0","1.76",".03","2.66",".71","52.53","-208.67"
"11/15/1988","1.60","1.60",".20","19.9","1.75",".01","2.66",".70","50.50","-174.96"
"11/16/1988","1.57","1.57",".18","19.9","1.72","-.02","2.66",".69","47.53","-236.75"
"11/17/1988","1.54","1.54",".16","19.5","1.70","-.05","2.66",".67","45.05","-218.65"
"11/18/1988","1.51","1.51",".13","19.2","1.67","-.08","2.66",".66","43.34","-147.60"
"11/21/1988","1.49","1.49",".10","19.1","1.65","-.12","2.66",".65","41.72","-156.80"
"11/22/1988","1.47","1.47",".06","18.9","1.63","-.16","2.66",".64","40.55","-124.88"
"11/23/1988","1.45","1.45",".02","18.6","1.62","-.19","2.66",".64","40.03","-58.82"
"11/25/1988","1.43","1.43",".05","18.5","1.60","-.22","2.66",".63","39.18","-72.30"
"11/28/1988","1.42","1.42",".05","18.4","1.59","-.25","2.66",".62","38.77","-54.30"
"11/29/1988","1.41","1.41",".05","18.1","1.58","-.28","2.66",".62","39.08","2.02"
"11/30/1988","1.41","1.41",".05","18.1","1.59","-.30","2.66",".62","40.08","64.93"
"12/01/1988","1.41","1.41",".05","18.2","1.58","-.32","2.66",".62","40.84","52.01"
"12/02/1988","1.40","1.40",".05","17.9","1.58","-.34","2.66",".62","41.38","31.85"
"12/05/1988","1.41","1.41",".05","17.6","1.59","-.35","2.66",".63","42.55","75.66"
"12/06/1988","1.42","1.42",".05","17.6","1.60","-.35","2.66",".64","44.24","109.67"
"12/07/1988","1.43","1.43",".05","17.5","1.62","-.36","2.66",".65","45.84","120.70"
"12/08/1988","1.44","1.44",".05","17.6","1.63","-.36","2.66",".65","46.89","66.18"
"12/09/1988","1.45","1.45",".05","17.4","1.64","-.36","2.66",".66","47.92","77.28"
"12/12/1988","1.46","1.46",".05","17.4","1.65","-.36","2.66",".67","48.69","58.93"
"12/13/1988","1.46","1.46",".05","17.3","1.66","-.37","2.66",".67","49.26","19.97"
"12/14/1988","1.46","1.46",".05","17.2","1.66","-.37","2.66",".67","49.49","10.01"
"12/15/1988","1.46","1.46",".05","17.2","1.66","-.37","2.66",".68","49.47","-17.85"
"12/16/1988","1.46","1.46",".05","17.0","1.67","-.37","2.66",".68","49.90","43.96"
"12/19/1988","1.48","1.48",".05","16.8","1.69","-.37","2.66",".69","50.74","68.80"
"12/20/1988","1.48","1.48",".05","17.0","1.70","-.37","2.66",".70","51.29","45.02"
"12/21/1988","1.49","1.49",".05","16.9","1.71","-.38","2.66",".70","51.69","29.50"
"12/22/1988","1.49","1.49",".05","16.9","1.72","-.38","2.66",".70","51.94","26.15"
"12/23/1988","1.50","1.50",".05","16.8","1.73","-.38","2.66",".71","52.41","68.06"
"12/27/1988","1.50","1.50",".05","16.7","1.73","-.38","2.66",".71","52.58","35.63"
"12/28/1988","1.50","1.50",".05","16.6","1.74","-.37","2.66",".72","52.80","54.63"
"12/29/1988","1.51","1.51",".03","16.4","1.75","-.37","2.66",".73","53.50","103.21"
"12/30/1988","1.51","1.51",".11","16.6","1.76","-.37","2.66",".73","53.91","126.18"
"01/03/1989","1.51","1.51",".11","16.6","1.75","-.36","2.66",".73","53.60","79.94"
"01/04/1989","1.52","1.52",".11","16.2","1.77","-.34","2.66",".74","54.32","155.63"
"01/05/1989","1.52","1.52",".11","16.1","1.78","-.33","2.66",".74","55.07","158.40"
"01/06/1989","1.54","1.54",".11","16.1","1.80","-.30","2.66",".75","55.91","181.17"
"01/09/1989","1.55","1.55",".11","16.1","1.82","-.28","2.66",".76","56.68","178.92"
"01/10/1989","1.55","1.55",".11","16.1","1.83","-.25","2.66",".77","57.16","131.95"
"01/11/1989","1.57","1.57",".11","16.0","1.85","-.23","2.66",".78","57.86","134.66"
"01/12/1989","1.58","1.58",".11","16.0","1.88","-.20","2.66",".79","58.71","145.38"
"01/13/1989","1.60","1.60",".11","16.1","1.90","-.17","2.66",".80","59.50","144.41"
"01/16/1989","1.61","1.61",".11","16.0","1.92","-.14","2.66",".81","60.24","121.76"
"01/17/1989","1.63","1.63",".11","16.0","1.94","-.11","2.66",".82","60.68","81.50"
"01/18/1989","1.65","1.65",".10","15.8","1.97","-.07","2.66",".84","61.67","121.04"
"01/19/1989","1.67","1.67",".10","15.8","2.00","-.04","2.66",".85","62.60","116.02"
"01/20/1989","1.69","1.69",".09","15.7","2.03","-.01","2.66",".87","63.28","83.36"
"01/23/1989","1.70","1.70",".09","15.9","2.06",".02","2.66",".88","63.35","28.44"
"01/24/1989","1.72","1.72",".09","15.7","2.10",".05","2.66",".89","64.14","71.80"
"01/25/1989","1.75","1.75",".10","15.6","2.14",".08","2.66",".91","64.95","72.39"
"01/26/1989","1.77","1.77",".13","15.4","2.19",".11","2.66",".93","66.21","101.02"
"01/27/1989","1.81","1.81",".18","15.3","2.26",".14","2.66",".95","67.71","109.90"
"01/30/1989","1.85","1.85",".26","15.2","2.33",".16","2.66",".97","69.19","120.65"
"01/31/1989","1.89","1.89",".38","15.2","2.41",".19","2.66","1.00","70.98","136.44"
"02/01/1989","1.93","1.93",".39","15.2","2.48",".22","2.66","1.03","72.43","110.94"
"02/02/1989","1.96","1.96",".40","15.3","2.55",".24","2.66","1.05","73.59","96.44"
"02/03/1989","1.99","1.99",".41","15.3","2.61",".27","2.66","1.07","74.56","87.83"
"02/06/1989","2.02","2.02",".42","15.3","2.67",".29","2.66","1.09","75.14","48.52"
"02/07/1989","2.06","2.06",".44","15.2","2.74",".32","2.66","1.12","76.35","96.61"
"02/08/1989","2.10","2.10",".46","15.2","2.81",".34","2.66","1.14","77.11","75.16"
"02/09/1989","2.12","2.12",".49","15.1","2.86",".37","2.66","1.16","77.12","2.74"
"02/10/1989","2.13","2.13",".51","15.3","2.89",".39","2.66","1.17","76.03","-100.66"
"02/13/1989","2.14","2.14",".53","15.2","2.92",".41","2.66","1.18","75.00","-123.98"
"02/14/1989","2.15","2.15",".56","15.2","2.95",".43","2.66","1.19","73.90","-106.79"
"02/15/1989","2.16","2.16",".59","15.1","2.98",".44","2.66","1.20","73.40","-65.53"
"02/16/1989","2.17","2.17",".62","15.1","3.01",".46","2.66","1.21","73.01","-41.92"
"02/17/1989","2.19","2.19",".65","15.0","3.05",".48","2.66","1.23","72.99","-1.00"
"02/21/1989","2.21","2.21",".69","15.1","3.08",".49","2.66","1.24","72.70","-36.92"
"02/22/1989","2.21","2.21",".73","15.3","3.09",".50","2.66","1.24","71.23","-125.91"
"02/23/1989","2.21","2.21",".78","15.1","3.10",".51","2.66","1.25","70.04","-111.60"
"02/24/1989","2.19","2.19",".83","15.4","3.09",".52","2.66","1.25","67.87","-189.09"
"02/27/1989","2.18","2.18",".88","15.4","3.08",".52","2.66","1.24","65.98","-188.51"
"02/28/1989","2.17","2.17",".93","15.4","3.08",".53","2.66","1.24","64.49","-128.06"
"03/01/1989","2.16","2.16",".93","15.4","3.07",".53","2.66","1.24","62.83","-136.26"
"03/02/1989","2.15","2.15",".93","15.3","3.06",".54","2.66","1.24","61.97","-68.84"
"03/03/1989","2.15","2.15",".94","15.2","3.06",".54","2.66","1.24","61.42","-34.26"
"03/06/1989","2.16","2.16",".94","15.0","3.08",".55","2.66","1.25","61.65","19.19"
"03/07/1989","2.16","2.16",".94","15.0","3.08",".55","2.66","1.26","61.67","9.45"
"03/08/1989","2.17","2.17",".94","15.1","3.09",".55","2.66","1.26","61.68","19.91"
"03/09/1989","2.17","2.17",".95","15.0","3.09",".56","2.66","1.27","61.56","2.93"
"03/10/1989","2.17","2.17",".95","15.0","3.09",".56","2.66","1.27","61.21","-25.70"
"03/13/1989","2.17","2.17",".96","14.8","3.10",".57","2.66","1.28","61.32","4.73"
"03/14/1989","2.18","2.18",".96","14.9","3.10",".57","2.66","1.28","61.31","-5.26"
"03/15/1989","2.19","2.19",".97","14.8","3.11",".58","2.66","1.29","61.55","10.24"
"03/16/1989","2.20","2.20",".97","14.6","3.13",".58","2.66","1.31","62.32","46.68"
"03/17/1989","2.19","2.19",".97","14.8","3.10",".58","2.66","1.31","61.35","-74.65"
"03/20/1989","2.18","2.18",".98","15.0","3.06",".57","2.66","1.30","59.73","-147.65"
"03/21/1989","2.17","2.17",".98","14.9","3.03",".57","2.66","1.30","58.61","-93.65"
"03/22/1989","2.16","2.16",".98","15.1","3.00",".56","2.66","1.30","57.37","-104.27"
"03/23/1989","2.14","2.14",".98","15.2","2.96",".56","2.66","1.29","55.96","-116.71"
"03/27/1989","2.12","2.12",".98","15.0","2.93",".55","2.66","1.29","54.99","-90.27"
"03/28/1989","2.11","2.11",".97","15.0","2.90",".54","2.66","1.28","54.39","-52.23"
"03/29/1989","2.11","2.11",".96","15.0","2.87",".53","2.66","1.28","54.03","-37.34"
"03/30/1989","2.10","2.10",".95","15.0","2.84",".53","2.66","1.28","53.74","-32.29"
"03/31/1989","2.10","2.10",".92","15.0","2.82",".52","2.66","1.28","54.06","36.06"
"04/03/1989","2.10","2.10",".92","15.0","2.81",".51","2.66","1.29","54.66","52.82"
"04/04/1989","2.10","2.10",".92","15.1","2.79",".49","2.66","1.29","54.97","23.73"
"04/05/1989","2.10","2.10",".91","15.0","2.77",".48","2.66","1.30","55.43","36.65"
"04/06/1989","2.10","2.10",".90","15.0","2.75",".46","2.66","1.30","55.59","1.84"
"04/07/1989","2.10","2.10",".89","14.7","2.74",".44","2.66","1.30","56.13","34.80"
"04/10/1989","2.10","2.10",".88","14.8","2.72",".42","2.66","1.31","56.56","30.97"
"04/11/1989","2.11","2.11",".87","14.7","2.71",".40","2.66","1.31","57.21","63.24"
"04/12/1989","2.11","2.11",".85","14.6","2.70",".38","2.66","1.32","57.88","72.33"
"04/13/1989","2.11","2.11",".84","14.8","2.68",".36","2.66","1.32","57.86","2.47"
"04/14/1989","2.12","2.12",".82","14.6","2.68",".34","2.66","1.33","58.80","67.10"
"04/17/1989","2.13","2.13",".80","14.6","2.69",".32","2.66","1.34","59.65","47.34"
"04/18/1989","2.16","2.16",".78","14.6","2.71",".31","2.66","1.36","61.20","93.81"
"04/19/1989","2.18","2.18",".75","14.5","2.73",".29","2.66","1.38","62.77","95.97"
"04/20/1989","2.20","2.20",".72","14.5","2.75",".27","2.66","1.39","63.92","51.37"
"04/21/1989","2.23","2.23",".69","14.4","2.78",".26","2.66","1.41","65.40","81.74"
"04/24/1989","2.26","2.26",".65","14.5","2.81",".25","2.66","1.43","66.51","52.12"
"04/25/1989","2.27","2.27",".61","14.7","2.83",".24","2.66","1.44","67.05","25.23"
"04/26/1989","2.29","2.29",".56","14.7","2.85",".23","2.66","1.45","67.50","22.62"
"04/27/1989","2.31","2.31",".50","14.6","2.88",".22","2.66","1.47","68.35","68.67"
"04/28/1989","2.33","2.33",".44","14.8","2.90",".22","2.66","1.49","69.08","55.05"
"05/01/1989","2.35","2.35",".44","14.7","2.93",".21","2.66","1.50","69.53","15.22"
"05/02/1989","2.36","2.36",".44","14.8","2.94",".21","2.66","1.51","69.67","5.69"
"05/03/1989","2.38","2.38",".44","14.8","2.96",".20","2.66","1.52","69.72","-4.72"
"05/04/1989","2.39","2.39",".43","14.8","2.97",".20","2.66","1.53","69.66","-16.99"
"05/05/1989","2.40","2.40",".43","14.9","2.98",".20","2.66","1.54","69.53","2.04"
"05/08/1989","2.40","2.40",".43","14.9","2.99",".19","2.66","1.55","68.97","-51.93"
"05/09/1989","2.40","2.40",".42","14.8","2.99",".19","2.66","1.55","68.26","-71.30"
"05/10/1989","2.40","2.40",".42","14.6","2.99",".18","2.66","1.56","67.67","-57.76"
"05/11/1989","2.40","2.40",".41","14.6","2.99",".18","2.66","1.56","67.31","-35.01"
"05/12/1989","2.42","2.42",".41","14.6","3.04",".18","2.66","1.58","68.29","46.21"
"05/15/1989","2.45","2.45",".41","14.4","3.09",".18","2.66","1.60","69.59","66.62"
"05/16/1989","2.47","2.47",".40","14.5","3.13",".18","2.66","1.61","70.48","42.87"
"05/17/1989","2.50","2.50",".40","14.5","3.18",".18","2.66","1.63","71.66","75.81"
"05/18/1989","2.53","2.53",".40","14.5","3.23",".18","2.66","1.65","72.72","75.74"
"05/19/1989","2.56","2.56",".39","14.5","3.30",".18","2.66","1.68","74.14","107.59"
"05/22/1989","2.60","2.60",".39","14.6","3.36",".18","2.66","1.70","75.47","98.22"
"05/23/1989","2.62","2.62",".38","14.8","3.41",".17","2.66","1.72","75.81","42.49"
"05/24/1989","2.64","2.64",".38","14.7","3.46",".17","2.66","1.73","76.14","38.95"
"05/25/1989","2.66","2.66",".37","14.7","3.50",".17","2.66","1.75","76.36","46.43"
"05/26/1989","2.69","2.69",".37","14.6","3.55",".18","2.66","1.77","76.99","95.33"
"05/30/1989","2.70","2.70",".37","14.8","3.59",".18","2.66","1.78","76.93","38.97"
"05/31/1989","2.72","2.72",".38","14.8","3.62",".18","2.66","1.80","77.07","59.07"
"06/01/1989","2.74","2.74",".38","14.7","3.67",".19","2.66","1.82","77.38","72.58"
"06/02/1989","2.77","2.77",".39","14.7","3.72",".20","2.66","1.84","78.26","119.06"
"06/05/1989","2.79","2.79",".39","15.1","3.76",".20","2.66","1.85","78.27","59.49"
"06/06/1989","2.82","2.82",".39","14.9","3.81",".21","2.66","1.87","78.49","74.24"
"06/07/1989","2.84","2.84",".40","14.8","3.86",".22","2.66","1.89","79.17","96.32"
"06/08/1989","2.87","2.87",".41","14.9","3.91",".23","2.66","1.91","79.62","89.91"
"06/09/1989","2.89","2.89",".41","15.2","3.96",".24","2.66","1.93","79.85","63.53"
"06/12/1989","2.91","2.91",".42","15.2","4.00",".24","2.66","1.94","79.82","36.17"
"06/13/1989","2.93","2.93",".43","15.0","4.03",".25","2.66","1.96","79.18","-32.07"
"06/14/1989","2.94","2.94",".44","15.1","4.06",".26","2.66","1.97","78.42","-37.69"
"06/15/1989","2.94","2.94",".45","15.1","4.07",".26","2.66","1.97","76.83","-106.83"
"06/16/1989","2.94","2.94",".46","14.9","4.09",".27","2.66","1.98","75.51","-83.62"
"06/19/1989","2.94","2.94",".47","14.8","4.10",".28","2.66","1.98","74.31","-87.63"
"06/20/1989","2.94","2.94",".48","14.9","4.11",".29","2.68","1.99","73.00","-97.92"
"06/21/1989","2.93","2.93",".49","14.8","4.12",".29","2.69","1.99","71.60","-117.10"
"06/22/1989","2.94","2.94",".51","14.7","4.13",".30","2.71","2.00","70.59","-90.28"
"06/23/1989","2.95","2.95",".52","14.6","4.16",".30","2.74","2.01","70.68","-23.49"
"06/26/1989","2.96","2.96",".54","14.8","4.19",".31","2.76","2.02","70.44","-50.60"
"06/27/1989","2.97","2.97",".56","14.7","4.21",".32","2.78","2.03","70.53","-12.79"
"06/28/1989","2.98","2.98",".59","14.8","4.23",".32","2.79","2.04","69.98","-71.52"
"06/29/1989","2.97","2.97",".62","15.3","4.22",".32","2.78","2.04","68.04","-168.31"
"06/30/1989","2.95","2.95",".63","15.5","4.21",".32","2.78","2.03","65.88","-176.69"
"07/03/1989","2.93","2.93",".63","15.3","4.20",".32","2.77","2.03","64.15","-141.17"
"07/05/1989","2.92","2.92",".63","15.0","4.19",".32","2.77","2.03","62.82","-93.95"
"07/06/1989","2.91","2.91",".63","14.9","4.17",".32","2.77","2.03","61.87","-42.19"
"07/07/1989","2.91","2.91",".63","14.8","4.17",".32","2.78","2.03","61.67","16.44"
"07/10/1989","2.92","2.92",".63","14.7","4.17",".32","2.78","2.04","61.87","53.30"
"07/11/1989","2.92","2.92",".63","14.5","4.17",".33","2.78","2.05","62.36","74.50"
"07/12/1989","2.93","2.93",".64","14.5","4.18",".33","2.79","2.06","62.96","81.82"
"07/13/1989","2.94","2.94",".64","14.5","4.18",".34","2.80","2.07","63.47","76.49"
"07/14/1989","2.95","2.95",".64","14.3","4.19",".34","2.82","2.08","64.14","74.82"
"07/17/1989","2.97","2.97",".65","14.3","4.19",".35","2.83","2.09","64.82","61.28"
"07/18/1989","2.97","2.97",".65","14.3","4.19",".36","2.85","2.10","65.10","21.19"
"07/19/1989","2.99","2.99",".66","14.1","4.21",".36","2.87","2.11","66.11","69.88"
"07/20/1989","3.00","3.00",".67","14.4","4.22",".37","2.90","2.12","66.47","29.55"
"07/21/1989","3.02","3.02",".68","14.2","4.23",".37","2.92","2.14","67.05","19.40"
"07/24/1989","3.03","3.03",".69","14.4","4.23",".37","2.94","2.15","67.02","-33.33"
"07/25/1989","3.03","3.03",".70","14.5","4.24",".37","2.95","2.15","66.94","-27.46"
"07/26/1989","3.05","3.05",".71","14.3","4.25",".38","2.96","2.17","67.56","19.65"
"07/27/1989","3.08","3.08",".72","14.3","4.28",".38","2.98","2.19","68.80","60.73"
"07/28/1989","3.10","3.10",".74","14.4","4.31",".38","3.00","2.21","69.88","57.65"
"07/31/1989","3.13","3.13",".76","14.5","4.34",".39","3.01","2.23","71.44","95.50"
"08/01/1989","3.16","3.16",".76","14.8","4.36",".39","3.02","2.25","72.33","64.88"
"08/02/1989","3.18","3.18",".77","14.8","4.38",".40","3.03","2.27","73.13","64.14"
"08/03/1989","3.20","3.20",".77","14.6","4.40",".40","3.05","2.28","73.89","69.70"
"08/04/1989","3.22","3.22",".77","14.3","4.42",".41","3.06","2.30","74.29","27.18"
"08/07/1989","3.25","3.25",".78","14.0","4.45",".41","3.08","2.32","75.50","69.72"
"08/08/1989","3.28","3.28",".78","14.1","4.47",".42","3.10","2.34","76.48","63.46"
"08/09/1989","3.30","3.30",".79","14.3","4.49",".43","3.12","2.36","76.84","19.59"
"08/10/1989","3.32","3.32",".79","14.3","4.51",".44","3.14","2.38","77.29","24.41"
"08/11/1989","3.33","3.33",".80","14.4","4.51",".45","3.15","2.39","76.95","-26.04"
"08/14/1989","3.34","3.34",".81","14.3","4.51",".46","3.15","2.39","76.16","-85.95"
"08/15/1989","3.34","3.34",".82","14.3","4.51",".46","3.16","2.40","75.61","-71.99"
"08/16/1989","3.35","3.35",".83","14.4","4.51",".47","3.17","2.41","75.18","-55.80"
"08/17/1989","3.36","3.36",".84","14.4","4.51",".48","3.16","2.42","74.47","-91.36"
"08/18/1989","3.36","3.36",".85","14.4","4.51",".49","3.17","2.43","73.97","-75.52"
"08/21/1989","3.36","3.36",".86","14.7","4.49",".49","3.16","2.43","72.45","-150.15"
"08/22/1989","3.35","3.35",".87","14.5","4.48",".50","3.15","2.43","71.03","-157.78"
"08/23/1989","3.35","3.35",".89","14.4","4.47",".50","3.16","2.44","70.35","-89.67"
"08/24/1989","3.37","3.37",".91","14.1","4.50",".51","3.17","2.45","70.95","-3.70"
"08/25/1989","3.38","3.38",".93","14.2","4.51",".52","3.19","2.46","71.25","-18.32"
"08/28/1989","3.39","3.39",".95","14.1","4.53",".53","3.21","2.48","71.64","-15.58"
"08/29/1989","3.40","3.40",".98","14.3","4.54",".54","3.22","2.49","71.51","-42.95"
"08/30/1989","3.41","3.41","1.01","14.4","4.55",".55","3.23","2.49","71.48","-28.32"
"08/31/1989","3.42","3.42","1.07","14.5","4.56",".56","3.25","2.50","71.45","-17.59"
"09/01/1989","3.43","3.43","1.07","14.5","4.57",".57","3.26","2.52","71.79","23.83"
"09/05/1989","3.44","3.44","1.07","14.6","4.57",".58","3.26","2.53","71.80","-7.77"
"09/06/1989","3.44","3.44","1.08","14.8","4.57",".59","3.26","2.53","71.07","-76.51"
"09/07/1989","3.43","3.43","1.08","14.9","4.56",".59","3.25","2.53","70.19","-71.64"
"09/08/1989","3.43","3.43","1.09","14.9","4.55",".60","3.25","2.54","69.39","-60.62"
"09/11/1989","3.42","3.42","1.10","14.9","4.54",".60","3.27","2.54","68.39","-98.83"
"09/12/1989","3.41","3.41","1.10","14.8","4.53",".61","3.28","2.54","67.67","-69.68"
"09/13/1989","3.40","3.40","1.11","14.8","4.51",".61","3.29","2.53","66.39","-100.69"
"09/14/1989","3.38","3.38","1.11","15.0","4.48",".62","3.30","2.53","64.64","-161.21"
"09/15/1989","3.36","3.36","1.12","14.9","4.46",".62","3.30","2.52","63.21","-159.89"
"09/18/1989","3.35","3.35","1.12","14.7","4.44",".62","3.31","2.52","62.17","-133.19"
"09/19/1989","3.33","3.33","1.13","14.7","4.41",".62","3.30","2.51","61.26","-111.22"
"09/20/1989","3.32","3.32","1.13","14.6","4.39",".62","3.30","2.51","60.34","-99.43"
"09/21/1989","3.30","3.30","1.14","14.6","4.37",".62","3.29","2.50","59.42","-93.47"
"09/22/1989","3.28","3.28","1.14","14.5","4.34",".61","3.29","2.50","58.78","-70.28"
"09/25/1989","3.26","3.26","1.14","14.5","4.32",".61","3.28","2.49","57.64","-119.61"
"09/26/1989","3.24","3.24","1.14","14.6","4.29",".60","3.27","2.48","56.69","-90.06"
"09/27/1989","3.22","3.22","1.13","14.6","4.26",".59","3.26","2.48","55.91","-96.59"
"09/28/1989","3.21","3.21","1.12","14.4","4.24",".59","3.24","2.47","55.87","-41.61"
"09/29/1989","3.19","3.19","1.10","14.5","4.22",".58","3.23","2.47","55.98","-.70"
"10/02/1989","3.19","3.19","1.10","14.5","4.21",".58","3.22","2.47","56.41","28.22"
"10/03/1989","3.19","3.19","1.09","14.3","4.21",".57","3.22","2.48","57.48","74.30"
"10/04/1989","3.19","3.19","1.09","14.3","4.21",".57","3.22","2.48","58.77","82.44"
"10/05/1989","3.20","3.20","1.09","14.5","4.21",".56","3.22","2.49","59.89","71.14"
"10/06/1989","3.21","3.21","1.09","14.6","4.22",".56","3.21","2.50","61.19","73.03"
"10/09/1989","3.22","3.22","1.08","14.5","4.22",".55","3.20","2.51","62.42","67.86"
"10/10/1989","3.22","3.22","1.08","14.6","4.23",".55","3.18","2.51","63.29","39.70"
"10/11/1989","3.22","3.22","1.08","14.6","4.22",".54","3.16","2.52","63.54","-23.56"
"10/12/1989","3.22","3.22","1.07","14.8","4.21",".53","3.14","2.52","63.38","-58.09"
"10/13/1989","3.15","3.15","1.06","16.3","4.06",".52","3.09","2.49","59.02","-173.48"
"10/16/1989","3.12","3.12","1.05","15.3","4.07",".47","3.06","2.47","56.49","-167.12"
"10/17/1989","3.08","3.08","1.03","15.2","4.06",".42","3.01","2.45","53.93","-166.96"
"10/18/1989","3.04","3.04","1.00","15.1","4.05",".38","2.96","2.43","51.86","-124.71"
"10/19/1989","3.02","3.02",".97","14.8","4.07",".34","2.93","2.42","51.18","-20.44"
"10/20/1989","3.00","3.00",".92","14.8","4.08",".31","2.89","2.41","50.53","-31.02"
"10/23/1989","2.97","2.97",".87","15.0","4.08",".28","2.86","2.40","49.46","-73.76"
"10/24/1989","2.94","2.94",".81","15.1","4.08",".25","2.83","2.38","48.14","-137.83"
"10/25/1989","2.91","2.91",".74","15.1","4.08",".23","2.79","2.37","46.77","-104.88"
"10/26/1989","2.86","2.86",".66","15.3","4.06",".20","2.75","2.34","44.72","-155.94"
"10/27/1989","2.81","2.81",".55","15.2","4.03",".17","2.71","2.32","42.22","-195.65"
"10/30/1989","2.76","2.76",".42","15.1","4.00",".14","2.66","2.29","40.05","-169.78"
"10/31/1989","2.72","2.72",".22","15.0","3.99",".11","2.63","2.27","39.22","-73.77"
